146,"
《惠南东城区南单元（PDS3-0206）控制性详细规划B7街坊局部调整（实施深化）》（草案）
",2014-08-06
147,"
《惠南东城区中单元（PDS3-0203）控制性详细规划A1局部调整（实施深化）》（草案）
",2014-08-06
148,"
《惠南南城区西单元（PDS3-0207）控制性详细规划17-11街坊局部调整（实施深化）》（草案）
",2014-08-06
149,"
《黄浦江南延伸段前滩地区（Z000801单元）控制性详细规划43街坊局部调整（实施深化）》（草案）
",2014-07-25
150,"
《上海市浦东新区三林杨东单元Z000601编制单元17街坊局部调整（实施深化）》（草案）
",2014-07-25
151,"
《高东工业集中区浦东运河（航津路-洲海路）河道蓝线专项规划》（草案）
",2014-07-22
152,"
《黄浦江南延伸段前滩地区（Z000801单元）控制性详细规划58街坊局部调整（实施深化）》（草案）
",2014-07-18
153,"
《上海市浦东新区曹路镇PDP0-0304单元（曹路集镇单元）A5B、A8街坊控制性详细规划实施深化》（草...
",2014-07-07
154,"
《浦东新区北蔡御桥社区单元（0Z00-0902）控制性详细规划03A等街坊（御桥软件园）局部调整》（草...
",2014-06-26
155,"
《川沙镇张江镇PDP0-0704单元（川沙生态绿地一单元）滨江森林公园二期带征地（华东路地块）控制...
",2014-06-25
156,"
《上海市中低价“四高”示范居住区PDP0-1004单元W-5街坊局部调整（实施深化）》（草案）
",2014-06-12
157,"
《上海市浦东新区金杨社区Y001005编制单元07街坊控规实施方案》（草案）
",2014-06-12
158,"
《上海国际医学园区（PDP0-1501单元）控制性详细规划46、47街坊局部调整（实施深化）》（草案）
",2014-06-09
159,"
《川沙镇张江镇PDP0-0704单元（川沙生态绿地一单元）滨江森林公园二期带征地（华东路地块）控制...
",2014-05-15
160,"
《六灶导航台搬迁选址专项规划》（草案）
",2014-04-25
161,"
《浦东新区北蔡御桥社区单元（0Z00-0902）控制性详细规划13街坊局部调整》（草案）补充公示
",2014-04-15
162,"
《浦东新区上钢社区Z00-0103编制单元控制性详细规划03街坊实施深化》（草案）补充公示
",2014-03-25
163,"
《金桥出口加工区控制性详细规划75街坊局部调整实施深化》（草案）
",2014-03-20
164,"
《浦东新区凌迁等9座110kV变电站选址专项规划》（草案）
",2014-03-03
165,"
《唐镇中心镇区PDP0-0405编制单元控制性详细规划C-13街坊局部调整（实施深化）》（草案）
",2014-01-29
166,"
《浦东新区航头镇大麦湾工业园区PDS1-0207单元A9街坊控制性详细规划（实施深化）》（草案）
",2014-01-28
167,"
《浦东新区航头镇南社区单元控制性详细规划04-01、04-02、04-03街坊局部调整》（草案）
",2014-01-08
168,"
上海国际旅游度假区核心区过渡性开发规划实施方案补充公示
",2013-12-27
169,"
《浦东新区上钢社区Z00-0103编制单元控制性详细规划03街坊实施深化》（草案）
",2013-12-18
170,"
《浦东新区洋泾社区C000202编制单元控制性详细规划1-08街坊局部调整（实施深化）》（草案）
",2013-12-16
171,"
《上海市浦东新区PDP0-0602单元C1街坊C1-02地块控制性详细规划实施方案》（草案）
",2013-12-06
172,"
《商飞基地单元PDS7-0201控制性详细规划A02、A03、A04街坊局部调整》（草案）
",2013-12-05
173,"
《浦东新区滨江森林公园生态控制线调整专项规划》（草案）
",2013-11-12
174,"
《上海市浦东新区金桥停车场地块综合利用项目控制性详细规划局部调整》（草案）
",2013-11-12
175,"
《浦东新区高桥新市镇南单元（0Y00-0403单元）B街坊控规调整》（草案）
",2013-11-12
176,"
《浦东新区老港集镇单元（PDS8-0101）控制性详细规划C-5街坊局部调整实施深化》（草案）
",2013-11-08
177,"
《上海市浦东新区新场镇11号线核心区单元（PDS20101）控制性详细规划》（草案）
",2013-11-06
178,"
《浦东新区塘桥社区C00-0502单元控制性详细规划04街坊局部调整实施深化》（草案）
",2013-10-25
179,"
《浦东新区曹路中心镇区单元（PDP0-0307）D4D、D4E街坊控制性详细规划局部调整》（草案）
",2013-10-14
180,"
《上海市保障性住房三林基地控制性详细规划B1街坊局部调整（实施深化）》（草案）
",2013-10-10
181,"
《浦东新区北蔡御桥社区单元（Z000902）控制性详细规划13街坊局部调整》（草案）
",2013-09-26
182,"
《上海市浦东新区三林懿德PDP0-0802单元局部地块控制性详细规划》（草案）
",2013-09-03
183,"
《浦东新区洋泾社区C000202编制单元控制性详细规划1-08-04地块局部调整（实施深化）》（草案）
",2013-08-29
